cid,link,name,Synonyms,MOA
47936,https://pubchem.ncbi.nlm.nih.gov/compound/47936,Forskolin,"forskolin;Colforsin;66575-29-9;Coleonol;colforsina;colforsine;colforsinum;Boforsin;Colforsine [French];Colforsinum [Latin];Colforsina [Spanish];Coleonolk;Colforsin [USAN:INN];UNII-1F7A44V6OU;7beta-Acetoxy-8,13-epoxy-1alpha,6beta,9alpha-trihydroxylabd-14-en-11-one;EINECS 266-410-9;HL 362;(3R,4aR,5S,6S,6aS,10S,10aR,10bS)-3-ethenyl-6,10,10b-trihydroxy-3,4a,7,7,10a-pentamethyl-1-oxododecahydro-1H-benzo[f]chromen-5-yl acetate;NSC 357088;NSC 375489;CHEMBL52606;1F7A44V6OU;L 75 1362B;CHEBI:42471;C22H34O7;HL-362;NSC375489;NCGC00024996-02;L-751362B;7-beta-Acetoxy-8,13-epoxy-1-alpha,6-beta,9-alpha-trihydroxylabd-14-en-11-one;DSSTox_CID_20484;DSSTox_RID_79500;DSSTox_GSID_40484;Forsklin;(3R,4aR,5S,6S,6aS,10S,10aR,10bS)-6,10,10b-trihydroxy-3,4a,7,7,10a-pentamethyl-1-oxo-3-vinyldodecahydro-1H-benzo[f]chromen-5-yl acetate;(3R,4aR,5S,6S,6aS,10S,10aR,10bS)-Dodecahydro-5,6,10,10b-tetrahydroxy-3,4a,7,7,10a-pentamethyl-3-vinyl-1H-naphtho(2,1-b)pyran-1-one 5-acetate;ForsLean;1H-Naphtho(2,1-b)pyran-1-one, 5-(acetyloxy)-3-ethenyldodecahydro-6,10,10b-trihydroxy-3,4a,7,7,10a-pentamethyl-, (3R-(3alpha,4abeta,5beta,6beta,6aalpha,10alpha,10abeta,10balpha))-;1H-Naphtho(2,1-b)pyran-1-one, dodecahydro-5-(acetyloxy)-3-ethenyl-3,4a,7,7,10a-pentamethyl-6,10,10b-trihydroxy-, (3R-(3-alpha,4a-beta,5-beta,6-beta,6a-alpha,10-alpha,10a-beta,10b-alpha))-;1H-Naphtho[2,1-b]pyran-1-one, 5-(acetyloxy)-3-ethenyldodecahydro-6,10,10b-trihydroxy-3,4a,7,7,10a-pentamethyl-, (3R,4aR,5S,6S,6aS,10S,10aR,10bS)-;FOK;SMR000471881;CAS-66575-29-9;Forskolin, Coleus forskohlii;Ocufors;Timsaponin-C;66428-89-5;Colforsin (USAN/INN);forskolin/ rolipram mixture;MolMap_000021;SCHEMBL4928;cid_47936;MLS001066384;MLS001333255;MLS001333256;MLS002172462;MLS002695942;Forskolin, analytical standard;Forskohlii Root Extract (ForsLean)(20% forskohlin);REGID_for_CID_47936;GTPL5190;DTXSID8040484;BCBcMAP01_000132;OHCQJHSOBUTRHG-KGGHGJDLSA-;AOB6380;BIF1031;OHCQJHSOBUTRHG-KGGHGJDLSA-N;ZX-AFC000211;Bio1_000443;Bio1_000932;Bio1_001421;HMS2235C17;HMS3267I16;HMS3412G19;HMS3676G19;ZINC3977779;Tox21_110940;Tox21_302399;BDBM50010261;MFCD00082317;s2449;7beta-Acetoxy-8,13-epoxy-1alpha,6beta,9alpha-trihydroxy-labd-14-en-11-one;AKOS024456384;Tox21_110940_1;ACN-035218;AM81249;CCG-268774;CS-1454;DB02587;LMPR0104030004;PXT0000105;SMP1_000128;NCGC00024996-03;NCGC00024996-04;NCGC00024996-05;NCGC00024996-06;NCGC00177971-03;NCGC00255526-01;1H-Naphtho(2,1-b)pyran-1-one, 5-(acetyloxy)-3-ethenyldodecahydro-6,10,10b-trihydroxy-3,4a,7,7,10a-pentamethyl-;5-(Acetyloxy)-3-ethenyldodecahydro-6,10,10b-trihydroxy-3,4a,7,7,10a-pentamethyl-1H-naphtho(2,1-b)pyran-1-one;AS-17443;CC-28833;HY-15371;LS-95557;SC-47275;F0855;FT-0626543;M-410;V0151;Y0448;7088-EP2280000A1;7088-EP2284169A1;7088-EP2287147A2;7088-EP2287161A1;7088-EP2287162A1;7088-EP2287165A2;7088-EP2287166A2;7088-EP2292620A2;7088-EP2295550A2;7088-EP2301931A1;7088-EP2301937A1;7088-EP2308562A2;7088-EP2311806A2;7088-EP2371811A2;C09076;D03584;MLS-0318096.0001;S-7769;C-21901;Q412747;SR-01000597378;Forskolin, For use in molecular biology applications;Q-200888;SR-01000597378-1;BRD-K09602097-001-04-5;Forskolin, from Coleus forskohlii, >=98% (HPLC), powder;Forskolin, United States Pharmacopeia (USP) Reference Standard;(3R,4aR,5S,6S,6aS,10S,10aR,10bS)-3-ethenyl-6,10,10b-trihydroxy-3,4a,7,7,10a-pentamethyl-1-oxo-dodecahydro-1H-naphtho[2,1-b]pyran-5-yl acetate;[(3R,4aR,5S,6S,6aS,10S,10aR,10bS)-6,10,10b-trihydroxy-3,4a,7,7,10a-pentamethyl-1-oxo-3-vinyl-5,6,6a,8,9,10-hexahydro-2H-benzo[f]chromen-5-yl] acetate;[3R-(3<alpha,4abeta,5beta,6beta,6aalpha,10alpha,10abeta,10balpha)]-5-(Acetyloxy)-3-ethenyldodecahydro-6,10,10b-trihydroxy-3,4a,7,7,10a-pentamethyl-1H-naphtho[2,1-b]pyran-1-one;[3R-(3?,4a?,5?,6?,6a?,10?,10a?,10b?)]-5-(Acetyloxy)-3-ethenyldodecahydro-6,10,10b-trihydroxy-3,4a,7,7,10a-pentamethyl-1H-naphtho[2,1-b]pyran-1-one;[3R-(3a,4ab,5b,6b,6aa,10a,10ab,10ba)]-5-(Acetyloxy)-3-e thenyldodecahydro-6,10,10b-trihydroxy-3,4a,7,7,10a-pentamethyl-1H-naphtho[2,1-b]pyran-1-one;InChI=1/C22H34O7/c1-8-19(5)11-14(25)22(27)20(6)13(24)9-10-18(3,4)16(20)15(26)17(28-12(2)23)21(22,7)29-19/h8,13,15-17,24,26-27H,1,9-11H2,2-7H3/t13-,15-,16-,17-,19-,20-,21,22-/m0/s1",CAMP agonist
11493598,https://pubchem.ncbi.nlm.nih.gov/compound/11493598,FR180204,,Inhibitor of the ERK
24776445,https://pubchem.ncbi.nlm.nih.gov/compound/24776445,GDC-0449,"Vismodegib;879085-55-9;GDC-0449;Erivedge;2-chloro-N-(4-chloro-3-(pyridin-2-yl)phenyl)-4-(methylsulfonyl)benzamide;Vismodegib (GDC-0449);HhAntag691;GDC0449;GDC 0449;GDC-0449 (Vismodegib);UNII-25X868M3DS;NSC-747691;CHEMBL473417;CHEBI:66903;25X868M3DS;NSC755986;AK-77261;2-chloro-N-(4-chloro-3-pyridin-2-ylphenyl)-4-methylsulfonylbenzamide;2-Chloro-N-[4-chloro-3-(2-pyridinyl)phenyl]-4-(methylsulfonyl)benzamide;2-chloro-N-[4-chloro-3-(pyridin-2-yl)phenyl]-4-(methylsulfonyl)benzamide;C19H14Cl2N2O3S;2-chloro-n-(4-chloro-3-(2-pyridinyl)phenyl)-4-(methylsulfonyl)benzamide;2-chloro-N-(4-chloro-3-pyridin-2-yl-phenyl)-4-methanesulfonyl-benzamide;2-Chloranyl-~{n}-(4-Chloranyl-3-Pyridin-2-Yl-Phenyl)-4-Methylsulfonyl-Benzamide;Erivedge (TN);Vismodegib [USAN:INN];NSC 747691;vismodegibum;HSDB 8130;R 3616;NSC747691;Hh-Antag691;HhAntag 691;Vismodegib, free base;RG-3616;methanesulfonylbenzamide;PubChem19137;Vismodegib (USAN/INN);Vismodegib; GDC-0449;R-3616;GDC-0449 - Selumetinib;cc-580;MLS006012035;SCHEMBL302587;GTPL6975;QCR-40;CTK8B8648;AOB1040;CUR-691;DTXSID40236689;GDC-449;BPQMGSKTAYIVFO-UHFFFAOYSA-N;BCPP000223;HMS3604K16;HMS3654E17;BCP01715;EX-A2178;KS-000000BH;ABP000894;ANW-60962;BDBM50249522;BG0661;s1082;ZINC40899447;GDC-0449(Vismodegib)/GDC0449;GDC-0449,Vismodegib, HhAntag691;AKOS015966534;BCP9000713;CCG-264811;CS-0255;DB08828;MCULE-6680076172;NSC-755986;PB15086;NCGC00242497-01;NCGC00242497-02;NCGC00242497-06;4CA-1325;AC-26969;AS-14066;HY-10440;SC-87729;SMR004703564;AB0008125;AX8167197;FT-0675833;SW218087-2;X4669;EC-000.2333;A10258;D09992;J90022;Q-2305;V-4050;AB01565813_02;085G559;SR-01000941574;2-chloro-N-[4-chloro-3-(pyridin-2-yl)phenyl]-4-;J-509076;Q2070286;SR-01000941574-1;C538724000;2-Chloro-N-(4-chloro-3-(2-pyridl)phenyl)-4-(methylsulfonyl)benzamide;2-chloro-N-(4-chloro-3-(pyridin-2-yl)phenyl)-4-(methyl sulfonyl)benzamide;2-Chloro-N-[4-chloro-3-(pyridin-2-yl)phenyl]-4-(methanesulfonyl)benzamide;2-chloro-N~1~-[4-chloro-3-(2-pyridyl)phenyl]-4-(methylsulfonyl)benzamide;2-CHLORO-N-[4-CHLORO-3-(2-PYRIDINYL)PHENYL]-4-(METHYLSULFONYL)-BENZAMIDE;Benzamide, 2-chloro-N-(4-chloro-3-(2-pyridinyl)phenyl)-4-(methylsulfonyl)-;GD 0449|||2-Chloro-N-[4-chloro-3-(2-pyridinyl)phenyl]-4-(methylsulfonyl)benzamide;VIS",Inhibitor of the sonic hedgehog
5288382,https://pubchem.ncbi.nlm.nih.gov/compound/5288382,Geldanamycin,,Inhibitor of the Heat Shock Protein 90
3499,https://pubchem.ncbi.nlm.nih.gov/compound/3499,GO6983,"go 6983;133053-19-7;Go6983;Goe 6983;Go-6983;Go-6893;3-[1-[3-(Dimethylamino)propyl]-5-methoxy-1H-indol-3-yl]-4-(1H-indol-3-yl)-1H-pyrrole-2,5-dione;Goe-6983;G? 6983;G&ouml; 6983;3-(1-(3-(dimethylamino)propyl)-5-methoxy-1H-indol-3-yl)-4-(1H-indol-3-yl)-1H-pyrrole-2,5-dione;3-{1-[3-(dimethylamino)propyl]-5-methoxy-1H-indol-3-yl}-4-(1H-indol-3-yl)-2,5-dihydro-1H-pyrrole-2,5-dione;LLJJDLHGZUOMQP-UHFFFAOYSA-N;2-(1-(3-dimethylaminopropyl)-5-methoxyindol-3-yl)-3-(1h-indol-3-yl)maleimide;Gouml 6983;MLS006011225;BIFK0056;CHEMBL261491;GTPL5192;SCHEMBL1680253;CHEBI:91455;CTK4B8320;DTXSID60274402;HMS3229E15;HMS3650B11;HMS3651D10;BCP06669;EX-A1221;ZINC2526562;2438AH;MFCD04040031;s2911;AKOS024457028;CCG-206756;CS-2433;SB19440;2-[1-(3-Dimethylaminopropyl)-5-methoxyindol-3-yl]-3-(1H-indol-3-yl) maleimide;3-[1-[3-(dimethylamino)propyl]-5-methoxyindol-3-yl]-4-(1H-indol-3-yl)pyrrole-2,5-dione;KS-000000Z7;NCGC00163505-01;NCGC00163505-03;AK232528;AS-74619;Go6983(96%);HY-13689;SMR004702986;SW219419-1;SR-01000946321;J-006294;SR-01000946321-1;Q27077833;G?? 6983, >=97%;1H-Pyrrole-2,5-dione, 3-[1-[3-(dimethylamino)propyl]-5-methoxy-1H-indol-3-yl]-4-(1H-indol-3-yl)-;Goe 6983|||3-[1-[3-(Dimethylamino)propyl]-5-methoxyindol-3-yl]-4-(1H-indol-3-yl)pyrrole-2,5-dione",Inhibitor of protein kinase C
68210102,https://pubchem.ncbi.nlm.nih.gov/compound/68210102,GSK126,"GSK126;1346574-57-9;GSK-126;EZH2 inhibitor;GSK 126;UNII-W4OGW9QZ97;GSK-2816126;W4OGW9QZ97;CHEMBL3287735;(S)-1-(sec-Butyl)-N-((4,6-dimethyl-2-oxo-1,2-dihydropyridin-3-yl)methyl)-3-methyl-6-(6-(piperazin-1-yl)pyridin-3-yl)-1H-indole-4-carboxamide;1-[(2S)-butan-2-yl]-N-[(4,6-dimethyl-2-oxo-1,2-dihydropyridin-3-yl)methyl]-3-methyl-6-[6-(piperazin-1-yl)pyridin-3-yl]-1H-indole-4-carboxamide;FKSFKBQGSFSOSM-QFIPXVFZSA-N;A9G;N-((1,2-Dihydro-4,6-dimethyl-2-oxo-3-pyridinyl)methyl)-3-methyl-1-((1S)-1-methylpropyl)-6-(6-(1-piperazinyl)-3-pyridinyl)-1H-indole-4-carboxamide;N-[(1,2-Dihydro-4,6-dimethyl-2-oxo-3-pyridinyl)methyl]-3-methyl-1-[(1S)-1-methylpropyl]-6-[6-(1-piperazinyl)-3-pyridinyl]-1H-indole-4-carboxamide;MLS006010251;GTPL7012;SCHEMBL12180401;AOB1764;EX-A499;SYN5012;CHEBI:124921;BCP06129;KS-00000XH6;BDBM50017293;GSK-2816126A;s7061;ZINC72318146;AKOS027322309;CCG-269895;CS-1401;GSK2816126;QC-9703;NCGC00347286-01;AS-16379;HY-13470;SC-94427;SMR004701327;AB0032512;FT-0700443;X5824;W-6022;Q27077865;EZH2 inhibitor;GSK-126;GSK 126;GSK2816126A;GSK-2816126A;GSK 2816126A;(S)-1-sec-butyl-N-((4,6-dimethyl-2-oxo-1,2-dihydropyridin-3-yl)methyl)-3-methyl-6-(6-(piperazin-1-yl)pyridin-3-yl)-1H-indole-4-carboxamide;1-[(2S)-butan-2-yl]-N-[(4,6-dimethyl-2-oxo-1H-pyridin-3-yl)methyl]-3-methyl-6-(6-piperazin-1-ylpyridin-3-yl)indole-4-carboxamide;1H-Indole-4-carboxamide, N-((1,2-dihydro-4,6-dimethyl-2-oxo-3-pyridinyl)methyl)-3-methyl-1-((1S)-1-methylpropyl)-6-(6-(1-piperazinyl)-3-pyridinyl)-;N-[(4,6-dimethyl-2-oxo-1,2-dihydro-3-pyridinyl)methyl]-3-methyl-1-[(1S)-1-methylpropyl]-6-[6-(1-piperazinyl)-3-pyridinyl]-1H-indole-4-carboxamide",Inhibitor of the EZH2 methyltransferase
107864,https://pubchem.ncbi.nlm.nih.gov/compound/107864,HC-Toxin,,Inhibitor of the HDAC
44195701,https://pubchem.ncbi.nlm.nih.gov/compound/44195701,Hh-Ag1.5,,Agonist of the Smoothened (Smo) receptor; activator of the sonic hedgehog (Shh) signaling
52912189,https://pubchem.ncbi.nlm.nih.gov/compound/52912189,I-BET151,"1300031-49-5;I-BET151;GSK1210151A;I-BET151 (GSK1210151A);7-(3,5-Dimethylisoxazol-4-yl)-8-methoxy-1-((R)-1-(pyridin-2-yl)ethyl)-1H-imidazo[4,5-c]quinolin-2(3H)-one;7-(3,5-Dimethyl-4-isoxazolyl)-1,3-dihydro-8-methoxy-1-[(1R)-1-(2-pyridinyl)ethyl]-2H-imidazo[4,5-c]quinolin-2-one;CHEMBL2017291;I-BET 151;(R)-7-(3,5-dimethylisoxazol-4-yl)-8-methoxy-1-(1-(pyridin-2-yl)ethyl)-1,3-dihydro-2H-imidazo[4,5-c]quinolin-2-one;I-BET-151;7-(3,5-Dimethyl-1,2-oxazol-4-yl)-8-methoxy-1-[(1R)-1-(pyridin-2-yl)ethyl]-1,3-dihydro-2H-imidazo[4,5-c]quinolin-2-one;7-(3,5-Dimethyl-1,2-Oxazol-4-Yl)-8-Methoxy-1-[(1r)-1-(Pyridin-2-Yl)ethyl]-1h,2h,3h-Imidazo[4,5-C]quinolin-2-One;3zyu;4alg;VUVUVNZRUGEAHB-CYBMUJFWSA-N;1GH;cc-415;MLS006011182;GTPL7518;IBET-151;SCHEMBL1906755;CHEBI:95083;KS-00000PYL;DTXSID10680599;QCR-236;7-(3,5-dimethyl-1,2-oxazol-4-yl)-8-methoxy-1-[(1R)-1-pyridin-2-ylethyl]-3H-imidazo[4,5-c]quinolin-2-one;BCP03612;EX-A1561;BDBM50380682;GSK 1210151A;GSK-1210151A;s2780;ZINC73069302;AKOS016004407;BCP9000734;CS-0930;SB19333;GSK1210151A/I-BET 151;NCGC00344588-01;NCGC00344588-08;7-(3,5-Dimethyl-4-isoxazolyl)-1,3-dihydro-8-methoxy-1-[(1R)-1-(2-pyridinyl)ethyl]-2H-imidazo[4,5-c]q;AC-27406;HY-13235;SMR004702951;BCP0726000180;AB0032511;SW219264-1;X5823;A11783;F10218;W-5867;J-519026;Q27078015;2H-Imidazo[4,5-c]quinolin-2-one, 7-(3,5-dimethyl-4-isoxazolyl)-1,3-dihydro-8-methoxy-1-[(1R)-1-(2-pyridinyl)ethyl]-;7-(3,5-Dimethyl-4-isoxazolyl)-8-(methyloxy)-1-[(1R)-1-(2-pyridinyl)ethyl]-1,3-dihydro-2H-imidazo[4,5-c]quinolin-2-one;7-(dimethyl-1,2-oxazol-4-yl)-8-methoxy-1-[(1R)-1-(pyridin-2-yl)ethyl]-1H,2H,3H-imidazo[4,5-c]quinolin-2-one",Inhibitor of the BET family
3758,https://pubchem.ncbi.nlm.nih.gov/compound/3758,IBMX,"IBMX;3-Isobutyl-1-methylxanthine;28822-58-4;isobutylmethylxanthine;1-METHYL-3-ISOBUTYLXANTHINE;Methylisobutylxanthine;3-Isobutyl-1-methyl-1H-purine-2,6(3H,7H)-dione;3-isobutyl-1-methylxanthine (ibmx);1H-Purine-2,6-dione, 3,7-dihydro-1-methyl-3-(2-methylpropyl)-;Xanthine, 3-isobutyl-1-methyl-;3-Isobutyl-1-methyxanthine;Methyl-isobutylxanthine;3-isobutyl-1-methyl-7H-xanthine;1-methyl-3-(2-methylpropyl)-7H-purine-2,6-dione;3-Isobutyl 1-methylxanthine;UNII-TBT296U68M;NSC 165960;CCRIS 4290;CHEBI:34795;C10H14N4O2;3,7-Dihydro-3-isobutyl-1-methyl-1H-purine-2,6-dione;3-Isobutyl-1-methyl-3,7-dihydro-1H-purine-2,6-dione;3-isobutyl-1-methyl-3,9-dihydro-1H-purine-2,6-dione;2-Acetoxy-Benzoic Acid;3-Isobutyl-Methylxanthine;EINECS 249-259-3;NSC165960;1-methyl-3-(2-methylpropyl)-3,7-dihydro-1H-purine-2,6-dione;CHEMBL275084;TBT296U68M;APIXJSLKIYYUKG-UHFFFAOYSA-N;1-methyl-3-(2-methylpropyl)-3,9-dihydro-1H-purine-2,6-dione;3,7-Dihydro-1-methyl-3-(2-methylpropyl)-1H-purine-2,6-dione;J-640140;1-methyl-3-(2-methylpropyl)-1,3,7-trihydropurine-2,6-dione;1H-purine-2,6-dione, 3,9-dihydro-1-methyl-3-(2-methylpropyl)-;3-Isobutyl-1-methylxanthine, 99%;Isobutyltheophylline;IMX;SMR000326697;SR-01000075185;1zkl;1zkn;3ecn;3itu;3jwr;MFCD00005584;2hd1;2r8q;3qi4;Spectrum2_001705;Spectrum2_001735;Spectrum3_001958;Spectrum4_001052;Spectrum5_001856;Lopac-I-5879;MolMap_000030;Lopac0_000642;Oprea1_135287;Oprea1_228781;SCHEMBL50315;3-isobutyl-1-methylxantliine;BSPBio_001153;BSPBio_003558;GTPL388;KBioGR_000493;KBioGR_001344;KBioGR_002566;KBioSS_000493;KBioSS_002575;1-methyl-3-isobutyl-xanthine;MLS001056732;MLS001066424;3-Isobutyl-1-methyl-xanthine;DivK1c_000922;SPECTRUM1505298;SPECTRUM2300204;SPBio_001690;SPBio_001810;DTXSID0040549;BCBcMAP01_000110;BDBM15336;CHEBI:43253;CTK3J1633;HMS502O04;KBio1_000922;KBio2_000493;KBio2_002566;KBio2_003061;KBio2_005134;KBio2_005629;KBio2_007702;KBio3_000905;KBio3_000906;KBio3_002878;KBio3_003044;KS-00001CXM;3-isobutyl-1-methyl-9H-xanthine;cMAP_000087;NINDS_000922;Bio1_000456;Bio1_000945;Bio1_001434;Bio2_000407;Bio2_000887;HMS1362I15;HMS1792I15;HMS1990I15;HMS2090J10;HMS2231C11;HMS3262A05;HMS3369E16;HMS3403I15;HMS3604D14;HMS3648O18;ALBB-024315;BCP13248;ZINC3861807;Tox21_500642;3-ISOBUTHYL-1-METHYLXANTHINE;ANW-54495;BDBM50027176;BS0316;CCG-39513;CCG-39624;GL2425;HSCI1_000261;PDSP1_000324;PDSP2_000322;s5836;SC2964;STL558248;AKOS003390599;AKOS015903085;CS-3361;DB07954;LP00642;MCULE-3854999514;NSC-165960;SC 2964;SDCCGSBI-0050622.P003;VZ21530;IDI1_000922;IDI1_002162;NCGC00015559-01;NCGC00015559-02;NCGC00015559-03;NCGC00015559-04;NCGC00015559-05;NCGC00015559-06;NCGC00015559-07;NCGC00015559-08;NCGC00015559-09;NCGC00015559-10;NCGC00015559-11;NCGC00094009-01;NCGC00094009-02;NCGC00094009-03;NCGC00094009-04;NCGC00094009-05;NCGC00094009-06;NCGC00261327-01;Xanthine, 1-methyl-3-(2-methylpropyl);AK-84450;AS-71134;HY-12318;SC-84962;ST055758;IBMX(NSC165960; SC2964);3-isobutyl-1-methyl-7H-purine-2,6-dione;AX8087568;DB-047466;LS-162537;[Eur J Pharmacol 170: 35 (1989)];B7206;EU-0100642;FT-0615920;R4973;WLN: T56 BM DN FNVNVJ F1Y1&1 H1;3-Isobutyl-1-methyl-2,6(1H,3H)-purinedione;C13708;I 5879;3-Isobutyl-1-methylxanthine, BioUltra, >=99%;822I584;L001156;Q223093;J-800144;SR-01000075185-1;SR-01000075185-6;3-Isobutyl-1-methylxanthine, >=99% (HPLC), powder;BRD-K94979336-001-06-9;BRD-K94979336-001-09-3;1H-Purine-2, 3,7-dihydro-1-methyl-3-(2-methylpropyl)-;IMX;Isobutylmethylxanthine;Methylisobutylxanthine;NSC165960;SC2964;1-methyl-3-(2-methylpropyl)-2,3,6,7-tetrahydro-1H-purine-2,6-dione;1-methyl-3-(2-methylpropyl)-2,3,6,9-tetrahydro-1H-purine-2,6-dione",Inhibitor of the cyclic nucleotide phosphodiesterases
11238147,https://pubchem.ncbi.nlm.nih.gov/compound/11238147,ICG-001,,Inhibitor of Wnt
23749403,https://pubchem.ncbi.nlm.nih.gov/compound/23749403,IDE1,,Activator of the activin/BMP/TGF-β pathway
19582717,https://pubchem.ncbi.nlm.nih.gov/compound/19582717,ISX9,"832115-62-5;ISX-9;isx 9;Isoxazole 9;N-Cyclopropyl-5-(thiophen-2-yl)isoxazole-3-carboxamide;Isoxazole 9 (ISX-9);N-cyclopropyl-5-thiophen-2-yl-1,2-oxazole-3-carboxamide;N-cyclopropyl-5-thiophen-2-yl-3-isoxazolecarboxamide;C11H10N2O2S;N-cyclopropyl-5-(thiophen-2-yl)-1,2-oxazole-3-carboxamide;ISX;Isx9;Neuronal Differentiation Inducer III;Isoxazole 9(ISX9);SCHEMBL509365;CHEMBL1222381;CHEBI:95020;CTK8G1808;AOB1051;DTXSID50880071;EX-A937;SYENTKHGMVKGAQ-UHFFFAOYSA-N;BCP16038;ZINC2803051;s7914;AKOS004090583;CCG-266818;CS-5072;MCULE-5086978565;NE59641;NCGC00182348-01;AK473826;AS-16612;HY-12323;B5596;FT-0699834;J3.551.730H;N-Cyclopropyl-5-(2-thienyl)-3-isoxazolecarboxamide;N-Cyclopropyl-5-(2-thienyl)isoxazole-3-carboxamide;BRD-K53903639-001-01-3;N-Cyclopropyl-5-(2-thienyl)-3-isoxa zolecarboxamide;Q27166781;N-cyclopropyl-5-(thiophen-2-yl)-isoxazole-3-carboxamide",Neurogenic Modulator
_,_,IWP-2,_,Inhibitor of Wnt
2155264,https://pubchem.ncbi.nlm.nih.gov/compound/2155264,IWP-4,"IWP-4;686772-17-8;IWP 4;2-((3-(2-methoxyphenyl)-4-oxo-3,4,6,7-tetrahydrothieno[3,2-d]pyrimidin-2-yl)thio)-N-(6-methylbenzo[d]thiazol-2-yl)acetamide;CHEMBL1257090;N-(6-Methylbenzo[d]thiazol-2-yl)-2-(3-(2-methoxyphenyl)-4-oxo-3,4,6,7-tetrahydrothieno[3,2-d]pyrimidin-2-ylthio)acetamide;wnt inhibitor iwp-4;SCHEMBL12571760;C26H29ClN2O4S.H3PO4;EX-A2455;ZINC2719825;BDBM50428027;AKOS024584894;MCULE-3532196300;IWP-4, >=95% (HPLC);NCGC00387247-04;AS-35152;HY-12879;CS-0012738;EU-0088918;AB00668741-01;F0579-0237;N-(6-Methyl-2-benzothiazolyl)-2-[(3,4,6,7-tetrahydro-3-(2-methoxyphenyl)-4-oxothieno[3,2-d]pyrimidin-2-yl)thio]-acetamide;N-[2-[[[3-(4-Chlorophenyl)-2-propen yl]methylamino]methyl]phenyl]-N-(2-hydroxyethyl)-4 -methoxybenzenesulphonamide phosphate",Inhibitor of the WNT pathway
3137736,https://pubchem.ncbi.nlm.nih.gov/compound/3137736,IWR1,IWR-1-endo;IWR-1;1127442-82-3;IWR1-endo;ChemDiv1_005302;Oprea1_037138;Oprea1_443063;SCHEMBL12549749;CTK8F0329;HMS602A22;AKOS026750583;MCULE-3071241001;AS-56164;DA-34780;EU-0039994;FT-0670579;SR-01000448491;SR-01000448491-1,Inhibitor of WNT pathway
